gene_ID	Description/PFAM
Ga0573226_01_5317485_5318078	
Ga0573226_01_5318127_5319953	Phage_GPD
Ga0573226_01_5320349_5321062	OmpA
Ga0573226_01_5321161_5322444	ImpA_N
Ga0573226_01_5322715_5323269	T6SS_VipA
Ga0573226_01_5323270_5324793	VipB
Ga0573226_01_5324997_5325482	T6SS_HCP
Ga0573226_01_5325660_5326175	GPW_gp25
Ga0573226_01_5326172_5328169	T6SS_TssF
Ga0573226_01_5328166_5329791	T6SS_TssG
Ga0573226_01_5329816_5332629	AAA
Ga0573226_01_5332713_5333009	PAAR_motif
Ga0573226_01_5333112_5335064	Peptidase_M23
Ga0573226_01_5335175_5337109	CHASE2
Ga0573226_01_5337106_5337789	
Ga0573226_01_5337970_5339592	Peptidase_C14
Ga0573226_01_5339901_5342621	Peptidase_C14
Ga0573226_01_5342820_5343722	Acetyltransf_1
Ga0573226_01_5343727_5344671	GO:0003824
Ga0573226_01_5344775_5345869	Na_Ca_ex
Ga0573226_01_5346021_5346800	ABC_tran
Ga0573226_01_5346797_5347552	ABC_tran
Ga0573226_01_5347565_5348701	BPD_transp_2
Ga0573226_01_5348706_5349734	BPD_transp_2
Ga0573226_01_5349825_5351168	Peripla_BP_6
Ga0573226_01_5351654_5352262	Putative_PNPOx
Ga0573226_01_5352270_5353388	PAD_porph
Ga0573226_01_5353485_5355527	GO:0003824
Ga0573226_01_5355541_5355996	DUF423
Ga0573226_01_5356056_5357480	p450
Ga0573226_01_5357477_5358550	Lip_A_acyltrans
Ga0573226_01_5358603_5359430	Esterase
Ga0573226_01_5359575_5360687	ADH_N
Ga0573226_01_5361081_5362334	DAO
Ga0573226_01_5362349_5362654	SoxD
Ga0573226_01_5362651_5365653	FAD_oxidored
Ga0573226_01_5365646_5366221	SoxG
Ga0573226_01_5366311_5367672	HD
Ga0573226_01_5367745_5368470	Exo_endo_phos
Ga0573226_01_5368481_5369974	PHO4
Ga0573226_01_5370095_5370634	NUDIX
Ga0573226_01_5370707_5372215	PHO4
Ga0573226_01_5372360_5372845	NUDIX
Ga0573226_01_5372960_5373850	CN_hydrolase
Ga0573226_01_5374227_5376044	GO:0003824
Ga0573226_01_5376056_5377057	FBPase_glpX
Ga0573226_01_5377101_5378423	GO:0003824
Ga0573226_01_5378631_5379839	GO:0003824
Ga0573226_01_5380106_5381341	GGDEF
Ga0573226_01_5381988_5383793	GO:0005622
Ga0573226_01_5383867_5386188	EAL
Ga0573226_01_5387812_5388774	Arginase
Ga0573226_01_5389018_5389977	Cation_efflux
Ga0573226_01_5391198_5392505	Amidohydro_1
Ga0573226_01_5393195_5394415	MFS_1
Ga0573226_01_5394484_5394921	MerR
Ga0573226_01_5396360_5397175	
Ga0573226_01_5397189_5398613	MatE
Ga0573226_01_5398739_5399215	GO:0003674
Ga0573226_01_5399218_5399685	GO:0003676
Ga0573226_01_5400013_5401221	7TMRDISMED2
Ga0573226_01_5401362_5401802	4HBT
Ga0573226_01_5401904_5403292	FAD_binding_6
Ga0573226_01_5403430_5403726	ABM
Ga0573226_01_5403791_5404291	
Ga0573226_01_5404338_5405396	Smethyl_trans
Ga0573226_01_5405709_5407247	MTTB
Ga0573226_01_5407608_5415230	ADH_N
Ga0573226_01_5415257_5416615	Aminotran_1_2
Ga0573226_01_5416647_5417471	adh_short
Ga0573226_01_5417491_5419230	Capsule_synth
Ga0573226_01_5419227_5420549	Capsule_synth
Ga0573226_01_5420533_5421864	Capsule_synth
Ga0573226_01_5421959_5423089	Poly_export
Ga0573226_01_5423326_5424510	GlcNAc_2epim
Ga0573226_01_5424637_5425548	GO:0003824
Ga0573226_01_5425782_5427764	Bac_surface_Ag
Ga0573226_01_5427770_5432116	TamB
Ga0573226_01_5432601_5432954	HTH_19
Ga0573226_01_5433175_5435940	CHASE2
Ga0573226_01_5436041_5437186	FecR
Ga0573226_01_5437460_5438455	FecR
Ga0573226_01_5438914_5439633	GDPD
Ga0573226_01_5440057_5440641	YceI
Ga0573226_01_5440693_5441277	Ni_hydr_CYTB
Ga0573226_01_5441302_5441859	YceI
Ga0573226_01_5442003_5443640	GO:0003824
Ga0573226_01_5444038_5444631	YkuD
Ga0573226_01_5444684_5445406	DnaB_C
Ga0573226_01_5445609_5445977	DUF971
Ga0573226_01_5446053_5447489	GO:0000166
Ga0573226_01_5447597_5448031	AHSA1
Ga0573226_01_5448028_5448369	HTH_20
Ga0573226_01_5448976_5450082	Nitroreductase
Ga0573226_01_5450075_5450530	HTH_27
Ga0573226_01_5450687_5451742	Fer4_12
Ga0573226_01_5451794_5453095	MFS_1
Ga0573226_01_5453175_5453708	FeS_assembly_P
Ga0573226_01_5453523_5454665	FeS_assembly_P
Ga0573226_01_5455048_5455728	adh_short
Ga0573226_01_5456013_5456471	BLUF
Ga0573226_01_5457030_5457914	FdhDNarQ
Ga0573226_01_5457911_5458564	NTP_transf_3
Ga0573226_01_5458561_5459082	GO:0001882
Ga0573226_01_5459079_5460356	MoCF_biosynth
Ga0573226_01_5460396_5461391	Lactamase_B
Ga0573226_01_5461570_5462478	HTH_1
Ga0573226_01_5462504_5462989	GST_C_2
Ga0573226_01_5464334_5464981	GST_C_2
Ga0573226_01_5465800_5466576	SBP_bac_3
Ga0573226_01_5466710_5467423	BPD_transp_1
Ga0573226_01_5467420_5468331	BPD_transp_1
Ga0573226_01_5468383_5469549	Cys_Met_Meta_PP
Ga0573226_01_5469553_5470458	HTH_1
Ga0573226_01_5470837_5471715	NAD_binding_11
Ga0573226_01_5471735_5472445	DNA_alkylation
Ga0573226_01_5472460_5472960	DUF302
Ga0573226_01_5473057_5474130	FAD_binding_6
Ga0573226_01_5474135_5475370	Rieske
Ga0573226_01_5475519_5477555	NAD_binding_8
Ga0573226_01_5477724_5478365	TetR_N
Ga0573226_01_5478384_5478875	AsnC_trans_reg
Ga0573226_01_5479041_5479667	UDG
Ga0573226_01_5479808_5481364	HATPase_c
Ga0573226_01_5481394_5482425	GO:0003824
Ga0573226_01_5482526_5483398	CobS
Ga0573226_01_5483427_5484629	DUF900
Ga0573226_01_5484870_5485583	Asp_protease_2
Ga0573226_01_5485609_5486757	Dus
Ga0573226_01_5486829_5487239	Globin
Ga0573226_01_5487552_5490161	HATPase_c
Ga0573226_01_5490158_5490883	Response_reg
Ga0573226_01_5493554_5494492	HTH_1
Ga0573226_01_5494604_5496121	AlphaLAF_C
Ga0573226_01_5496164_5497249	ABC_tran
Ga0573226_01_5497277_5498554	SBP_bac_1
Ga0573226_01_5498594_5499478	BPD_transp_1
Ga0573226_01_5499475_5500299	BPD_transp_1
Ga0573226_01_5500371_5501198	SGL
Ga0573226_01_5501397_5502377	DctP
Ga0573226_01_5502427_5502879	DctQ
Ga0573226_01_5502879_5504162	DctM
Ga0573226_01_5504198_5504926	FCD
Ga0573226_01_5505063_5505944	EamA
Ga0573226_01_5506566_5507378	
Ga0573226_01_5510802_5511272	HlyC
Ga0573226_01_5511430_5513493	HATPase_c
Ga0573226_01_5513730_5514401	GerE
Ga0573226_01_5514505_5515569	DctP
Ga0573226_01_5515590_5517146	DctM
Ga0573226_01_5517143_5517619	DctQ
Ga0573226_01_5518011_5518553	Redoxin
Ga0573226_01_5518731_5519102	Glyoxalase
Ga0573226_01_5519143_5519679	HxlR
Ga0573226_01_5520672_5520791	YbgT_YccB
Ga0573226_01_5520804_5521961	Cyt_bd_oxida_II
Ga0573226_01_5521968_5523575	Cyt_bd_oxida_I
Ga0573226_01_5523986_5525638	ABC_membrane
Ga0573226_01_5525635_5527377	ABC_membrane
Ga0573226_01_5527650_5527967	
Ga0573226_01_5528513_5530012	GO:0005488
Ga0573226_01_5530324_5531205	HTH_1
Ga0573226_01_5531687_5532292	TMPTENI
Ga0573226_01_5532289_5533062	ThiG
Ga0573226_01_5533066_5533263	ThiS
Ga0573226_01_5533247_5534224	DAO
Ga0573226_01_5534532_5535062	AAA_18
Ga0573226_01_5535215_5536150	Pirin
Ga0573226_01_5537251_5537958	Aldolase_II
Ga0573226_01_5537960_5538853	ROK
Ga0573226_01_5539890_5540879	EamA
Ga0573226_01_5541127_5541705	MarR
Ga0573226_01_5541738_5542616	HTH_1
Ga0573226_01_5542713_5543855	DUF971
Ga0573226_01_5543852_5544448	HD
Ga0573226_01_5544531_5545541	Peptidase_M23
Ga0573226_01_5545652_5546419	FKBP_C
Ga0573226_01_5546524_5547714	p450
Ga0573226_01_5547721_5549142	Amidohydro_1
Ga0573226_01_5549454_5550854	Pyr_redox_2
Ga0573226_01_5552260_5553063	HTH_21
Ga0573226_01_5553096_5553362	HTH_Tnp_1
Ga0573226_01_5556231_5558417	Anth_synt_I_N
Ga0573226_01_5559225_5560154	
Ga0573226_01_5560237_5563434	Ammonium_transp
Ga0573226_01_5563757_5564848	YdjM
Ga0573226_01_5565386_5567230	ILVD_EDD
Ga0573226_01_5569992_5570975	Cupin_6
Ga0573226_01_5571100_5571504	DUF4345
Ga0573226_01_5571598_5572704	GO:0005622
Ga0573226_01_5572815_5573414	TetR_N
Ga0573226_01_5573509_5574720	Peripla_BP_6
Ga0573226_01_5576300_5576776	
Ga0573226_01_5576924_5578117	PG_binding_1
Ga0573226_01_5578304_5578717	HxlR
Ga0573226_01_5578807_5579571	ydhR
Ga0573226_01_5579663_5580211	Cupin_2
Ga0573226_01_5580341_5581945	TPP_enzyme_C
Ga0573226_01_5582090_5582794	Lactamase_B_3
Ga0573226_01_5582977_5583459	GO:0000967
Ga0573226_01_5583535_5584461	Mem_trans
Ga0573226_01_5584604_5585560	GO:0003824
Ga0573226_01_5585580_5586881	Amidohydro_1
Ga0573226_01_5587021_5587683	G3P_acyltransf
Ga0573226_01_5587680_5588819	DNA_processg_A
Ga0573226_01_5589008_5591719	Topoisom_bac
Ga0573226_01_5591716_5594034	GO:0003674
Ga0573226_01_5594031_5594495	DUF983
Ga0573226_01_5594492_5595238	NUDIX
Ga0573226_01_5595429_5595596	GO:0005622
Ga0573226_01_5596154_5596525	Response_reg
Ga0573226_01_5596664_5596963	DUF3572
Ga0573226_01_5596956_5597621	
Ga0573226_01_5597786_5598973	GO:0006974
Ga0573226_01_5599020_5599898	DUF1849
Ga0573226_01_5600138_5600605	YjgF_endoribonc
Ga0573226_01_5600665_5601435	GDPD
Ga0573226_01_5601536_5602852	FemAB_like
Ga0573226_01_5602879_5603730	Acetyltransf_1
Ga0573226_01_5603890_5604210	ABM
Ga0573226_01_5604325_5605263	HTH_1
Ga0573226_01_5605388_5605573	DUF465
Ga0573226_01_5605988_5609092	ACR_tran
Ga0573226_01_5609125_5610219	Biotin_lipoyl_2
Ga0573226_01_5610233_5610799	TetR_N
Ga0573226_01_5610956_5612599	CSSmotif
Ga0573226_01_5613019_5613918	PfkB
Ga0573226_01_5614091_5615266	
Ga0573226_01_5615428_5617215	ABC_membrane
Ga0573226_01_5617335_5619116	GAD
Ga0573226_01_5619278_5619904	CbiA
Ga0573226_01_5620048_5621235	DNA_pol_A_exo1
Ga0573226_01_5621492_5622673	DDE_Tnp_1
Ga0573226_01_5622924_5624444	PpxGppA
Ga0573226_01_5624446_5626671	PP_kinase
Ga0573226_01_5626803_5627483	Bac_DnaA
Ga0573226_01_5627488_5628585	AI2E_transport
Ga0573226_01_5629648_5630061	MAPEG
Ga0573226_01_5630253_5631329	AIRS
Ga0573226_01_5631326_5631973	GO:0003824
Ga0573226_01_5632045_5633697	Na_Pi_cotrans
Ga0573226_01_5633916_5634893	DUF808
Ga0573226_01_5635792_5636319	GerE
Ga0573226_01_5636354_5637088	FCD
Ga0573226_01_5637345_5638337	ABC_tran
Ga0573226_01_5638403_5639695	SBP_bac_8
Ga0573226_01_5639767_5640699	BPD_transp_1
Ga0573226_01_5640703_5641542	BPD_transp_1
Ga0573226_01_5641550_5642212	Asp_Glu_race
Ga0573226_01_5642378_5642788	EFhand_5
Ga0573226_01_5642939_5643814	HDC
Ga0573226_01_5643977_5644669	Acetyltransf_3
Ga0573226_01_5644879_5646036	BNR
Ga0573226_01_5646317_5647711	Aminotran_1_2
Ga0573226_01_5647871_5648281	DUF983
Ga0573226_01_5649366_5651462	Molybdop_Fe4S4
Ga0573226_01_5651597_5652046	EFhand_5
Ga0573226_01_5652136_5653263	YHYH
Ga0573226_01_5653438_5653860	GO:0003824
Ga0573226_01_5654096_5654977	DUF4344
Ga0573226_01_5654962_5655984	HTH_18
Ga0573226_01_5656123_5657193	Abhydrolase_6
Ga0573226_01_5657308_5659194	GO:0003674
Ga0573226_01_5659194_5659892	HAD_2
Ga0573226_01_5660062_5661180	
Ga0573226_01_5661206_5661598	Rhodanese
Ga0573226_01_5661626_5662078	DNA_pol3_chi
Ga0573226_01_5662569_5664065	GO:0005622
Ga0573226_01_5664233_5665501	YjgP_YjgQ
Ga0573226_01_5665498_5666592	YjgP_YjgQ
Ga0573226_01_5666597_5668972	OstA
Ga0573226_01_5669119_5670039	Rotamase
Ga0573226_01_5670045_5671064	PdxA
Ga0573226_01_5671074_5671925	GO:0000179
Ga0573226_01_5672205_5673104	HTH_1
Ga0573226_01_5674241_5674939	GO:0003824
Ga0573226_01_5674945_5675838	GO:0005622
Ga0573226_01_5675883_5677013	YceG
Ga0573226_01_5677136_5678371	GO:0003824
Ga0573226_01_5678488_5678721	GO:0000036
Ga0573226_01_5678963_5679700	GO:0003674
Ga0573226_01_5679767_5680711	GO:0003824
Ga0573226_01_5681246_5681656	GO:0003676
Ga0573226_01_5681663_5681911	GO:0003735
Ga0573226_01_5682022_5682621	GO:0003676
Ga0573226_01_5682987_5684471	DnaB
Ga0573226_01_5684629_5684892	PilZ
Ga0573226_01_5685048_5686190	Ala_racemase_C
Ga0573226_01_5686216_5687610	AAA_25
Ga0573226_01_5687685_5688296	Colicin_V
Ga0573226_01_5688462_5689934	GO:0005622
Ga0573226_01_5690012_5690740	GO:0003824
Ga0573226_01_5690804_5691418	HAD_2
Ga0573226_01_5691460_5691831	Glyoxalase
Ga0573226_01_5691851_5692648	Inositol_P
Ga0573226_01_5692740_5694167	KH_domlike
Ga0573226_01_5694216_5695568	PQQ_2
Ga0573226_01_5695565_5696272	TPR_21
Ga0573226_01_5696473_5697054	NnrU
Ga0573226_01_5697153_5698286	GFO_IDH_MocA
Ga0573226_01_5698419_5698823	FUR
Ga0573226_01_5698820_5699647	GO:0000041
Ga0573226_01_5699637_5700491	ABC_tran
Ga0573226_01_5700660_5702063	GO:0003824
Ga0573226_01_5702201_5703406	Thiolase_C
Ga0573226_01_5704316_5704690	
Ga0573226_01_5704989_5705546	PadR
Ga0573226_01_5705574_5706677	Biotin_lipoyl_2
Ga0573226_01_5706674_5710243	ACR_tran
Ga0573226_01_5710644_5711609	Acetyltransf_1
Ga0573226_01_5711784_5712533	adh_short_C2
Ga0573226_01_5712621_5713493	GO:0005623
Ga0573226_01_5713501_5714205	PS_Dcarbxylase
Ga0573226_01_5715477_5716388	HTH_1
Ga0573226_01_5716701_5718659	GO:0005215
Ga0573226_01_5718698_5719090	HTH_20
Ga0573226_01_5719255_5720949	LysM
Ga0573226_01_5721212_5721850	Lysine_decarbox
Ga0573226_01_5721977_5723230	GGDEF
Ga0573226_01_5723241_5724152	EamA
Ga0573226_01_5724191_5725786	HMGLlike
Ga0573226_01_5725816_5726316	GFA
Ga0573226_01_5726309_5726809	GFA
Ga0573226_01_5726809_5727393	DUF559
Ga0573226_01_5727474_5728889	GO:0003674
Ga0573226_01_5729071_5730834	PG_binding_1
Ga0573226_01_5731232_5731576	HTH_5
Ga0573226_01_5731590_5732489	HTH_1
Ga0573226_01_5732687_5732971	DUF4242
Ga0573226_01_5732968_5733618	GST_C
Ga0573226_01_5733682_5734197	CreA
Ga0573226_01_5734357_5735604	Lactamase_B
Ga0573226_01_5735973_5736473	MarR
Ga0573226_01_5736611_5737957	DUF2865
Ga0573226_01_5737920_5739338	tRNAsynt_1c
Ga0573226_01_5739338_5740552	MFS_1
Ga0573226_01_5740728_5742419	GO:0003824
Ga0573226_01_5742493_5743026	Response_reg
Ga0573226_01_5743193_5744575	GO:0003824
Ga0573226_01_5744868_5745599	VIT1
Ga0573226_01_5746297_5746710	ChaC
Ga0573226_01_5746792_5747979	Aminotran_5
Ga0573226_01_5748064_5749620	CHASE4
Ga0573226_01_5749819_5751333	CHASE4
Ga0573226_01_5751336_5752712	GO:0000302
Ga0573226_01_5752969_5753484	DUF2059
Ga0573226_01_5753537_5754229	Rib_5P_isom_A
Ga0573226_01_5754453_5756225	MCPsignal
Ga0573226_01_5756567_5757232	HAD_2
Ga0573226_01_5757219_5759180	DUF4139
Ga0573226_01_5759990_5762977	Cytochrome_P460
Ga0573226_01_5763207_5765075	TPR_11
Ga0573226_01_5765081_5765959	Methyltransf_23
Ga0573226_01_5765999_5766691	CTP_transf_3
Ga0573226_01_5766706_5767743	GDP_Man_Dehyd
Ga0573226_01_5769872_5770684	FAD_binding_6
Ga0573226_01_5771362_5772396	DJ1_PfpI
Ga0573226_01_5772485_5773255	TauE
Ga0573226_01_5773286_5774092	SBP_bac_3
Ga0573226_01_5774295_5775509	HTH_42
Ga0573226_01_5775540_5776946	NAPRTase
Ga0573226_01_5776997_5778061	CTP_transf_like
Ga0573226_01_5779272_5779475	DUF2892
Ga0573226_01_5779712_5780752	ADH_N
Ga0573226_01_5780749_5781936	Aminotran_1_2
Ga0573226_01_5782773_5783711	Aminotran_4
Ga0573226_01_5783900_5784307	AsnC_trans_reg
Ga0573226_01_5784356_5784916	Cupin_2
Ga0573226_01_5785044_5785412	
Ga0573226_01_5785558_5787228	FTHFS
Ga0573226_01_5791946_5792650	B12binding
Ga0573226_01_5792678_5793325	DUF1638
Ga0573226_01_5793437_5793739	Virulence_fact
Ga0573226_01_5793732_5794625	MTHFR
Ga0573226_01_5794626_5795582	Pterin_bind
Ga0573226_01_5795861_5797894	DUF4445
Ga0573226_01_5797919_5798746	DUF1194
Ga0573226_01_5798908_5799729	ECH_1
Ga0573226_01_5800029_5800472	DUF3052
Ga0573226_01_5800767_5801639	GyrIlike
Ga0573226_01_5801821_5802351	GO:0005622
Ga0573226_01_5803316_5804596	GO:0000097
Ga0573226_01_5804648_5805748	COX15CtaA
Ga0573226_01_5805900_5806115	DUF2842
Ga0573226_01_5806075_5807175	Polysacc_deac_1
Ga0573226_01_5807368_5808549	Acetyltransf_6
Ga0573226_01_5808805_5811195	AAA_31
Ga0573226_01_5811393_5811950	Poly_export
Ga0573226_01_5812057_5813286	Glyco_trans_1_4
Ga0573226_01_5813286_5814890	Bac_transf
Ga0573226_01_5814887_5816155	Wzy_C
Ga0573226_01_5816368_5817546	HTH_28
Ga0573226_01_5818679_5820538	CHASE2
Ga0573226_01_5820636_5820824	
Ga0573226_01_5821102_5822337	p450
Ga0573226_01_5822416_5823615	GDPD
Ga0573226_01_5823828_5824430	MerR_1
Ga0573226_01_5824899_5825876	ACP_syn_III
Ga0573226_01_5825873_5826937	FA_synthesis
Ga0573226_01_5827159_5827734	DUF177
Ga0573226_01_5827774_5828322	Ubiq_cyt_C_chap
Ga0573226_01_5828436_5828873	SmpA_OmlA
Ga0573226_01_5828963_5831098	H_PPase
Ga0573226_01_5831317_5832540	MFS_1
Ga0573226_01_5832658_5833656	AIRS
Ga0573226_01_5833659_5834180	NusB
Ga0573226_01_5834186_5834635	GO:0003674
Ga0573226_01_5834789_5835400	GO:0003824
Ga0573226_01_5835402_5836526	RibD_C
Ga0573226_01_5836541_5837017	ATPcone
Ga0573226_01_5837046_5838356	SHMT
Ga0573226_01_5838592_5838819	
Ga0573226_01_5838934_5840214	PG_binding_1
Ga0573226_01_5840562_5841077	HTH_27
Ga0573226_01_5841233_5842126	NAD_binding_11
Ga0573226_01_5842222_5842641	
Ga0573226_01_5842666_5843703	ECH_2
Ga0573226_01_5843760_5844899	AcylCoA_dh_1
Ga0573226_01_5845130_5846167	GO:0003824
Ga0573226_01_5846164_5847414	ACT
Ga0573226_01_5847445_5847780	
Ga0573226_01_5847803_5848495	YkuD
Ga0573226_01_5848492_5849439	OpuAC
Ga0573226_01_5849723_5850229	RDD
Ga0573226_01_5850973_5852808	CitMHS
Ga0573226_01_5853018_5853800	GO:0003824
Ga0573226_01_5856290_5856949	UDG
Ga0573226_01_5856961_5857506	NYN
Ga0573226_01_5857953_5858354	RNA_pol_Rpb6
Ga0573226_01_5858463_5860700	ACT_4
Ga0573226_01_5860733_5861314	Pribosyltran
Ga0573226_01_5861345_5861947	DUF2062
Ga0573226_01_5862005_5862445	ACPS
Ga0573226_01_5862545_5863303	Peptidase_S24
Ga0573226_01_5863346_5864053	GO:0003676
Ga0573226_01_5864061_5865062	KH_2
Ga0573226_01_5865143_5865889	RecO_C
Ga0573226_01_5870754_5871287	DUF4150
Ga0573226_01_5875193_5875885	Peptidase_S24
Ga0573226_01_5876111_5878363	DNA_gyraseA_C
Ga0573226_01_5878365_5879165	AraC_binding
Ga0573226_01_5879275_5879682	DUF2000
Ga0573226_01_5879810_5880268	4HBT
Ga0573226_01_5880457_5880936	SmpB
Ga0573226_01_5880986_5881864	GO:0003824
Ga0573226_01_5882139_5883059	Abhydrolase_1
Ga0573226_01_5883404_5884555	Porin_2
Ga0573226_01_5885000_5886151	Porin_2
Ga0573226_01_5886803_5888932	BiPBP_C
Ga0573226_01_5888951_5894482	A2M
Ga0573226_01_5894593_5895234	AAA_31
Ga0573226_01_5895430_5896629	PG_binding_1
Ga0573226_01_5896791_5898281	Pkinase
Ga0573226_01_5898419_5899756	BPD_transp_1
Ga0573226_01_5899768_5900616	BPD_transp_1
Ga0573226_01_5900691_5901608	Phosphonatebd
Ga0573226_01_5901667_5902500	GO:0003824
Ga0573226_01_5902895_5903521	Hexapep
Ga0573226_01_5903710_5904276	HTH_31
Ga0573226_01_5904326_5904946	HD_3
Ga0573226_01_5905082_5905447	SpoIIAAlike
Ga0573226_01_5905669_5906457	GATase_4
Ga0573226_01_5906469_5907935	Aminotran_5
Ga0573226_01_5908041_5908502	AsnC_trans_reg
Ga0573226_01_5908683_5911346	SH3_3
Ga0573226_01_5912075_5913199	GFO_IDH_MocA
Ga0573226_01_5913234_5913944	GntR
Ga0573226_01_5914138_5915292	Bac_luciferase
Ga0573226_01_5915292_5916182	Aldo_ket_red
Ga0573226_01_5916182_5916697	Flavin_Reduct
Ga0573226_01_5916756_5917346	DctQ
Ga0573226_01_5917346_5918821	DctM
Ga0573226_01_5918850_5919908	DctP
Ga0573226_01_5920065_5921825	CCP_MauG
Ga0573226_01_5921841_5922836	Cons_hypoth698
Ga0573226_01_5923571_5925091	GO:0003824
Ga0573226_01_5926487_5926999	T6SS_HCP
Ga0573226_01_5927388_5928266	DHDPS
Ga0573226_01_5928398_5928685	YCII
Ga0573226_01_5928720_5929304	TetR_N
Ga0573226_01_5929819_5931084	DinB_2
Ga0573226_01_5931081_5932028	Methyltransf_33
Ga0573226_01_5932247_5933125	Abhydrolase_1
Ga0573226_01_5933421_5934281	HTH_6
Ga0573226_01_5934338_5935306	NMT1_3
Ga0573226_01_5935421_5938114	DUF3394
Ga0573226_01_5938111_5938545	Usp
Ga0573226_01_5938704_5939591	HTH_1
Ga0573226_01_5939687_5940946	Creatinase_N
Ga0573226_01_5940959_5941618	
Ga0573226_01_5941622_5943022	SBP56
Ga0573226_01_5943461_5944327	GST_C
Ga0573226_01_5944714_5946297	AlaDh_PNT_C
Ga0573226_01_5946310_5947743	PNTB
Ga0573226_01_5948019_5949017	ABC_tran
Ga0573226_01_5949014_5950048	GFO_IDH_MocA
Ga0573226_01_5950045_5950884	BPD_transp_1
Ga0573226_01_5950900_5951814	BPD_transp_1
Ga0573226_01_5951888_5953141	SBP_bac_1
Ga0573226_01_5953699_5955240	Na_Ala_symp
Ga0573226_01_5955263_5955697	Usp
Ga0573226_01_5955840_5956298	AsnC_trans_reg
Ga0573226_01_5956264_5959098	Cation_ATPase_C
Ga0573226_01_5959199_5960038	Usp
Ga0573226_01_5960160_5961524	BetaCasp
Ga0573226_01_5961642_5962412	FCD
Ga0573226_01_5962647_5963624	GO:0005623
Ga0573226_01_5963621_5964229	DctQ
Ga0573226_01_5964248_5965525	DctM
Ga0573226_01_5967120_5968181	ABC_tran
Ga0573226_01_5968193_5969035	BPD_transp_1
Ga0573226_01_5969044_5969973	BPD_transp_1
Ga0573226_01_5969970_5971226	SBP_bac_1
Ga0573226_01_5971270_5972436	Cys_Met_Meta_PP
Ga0573226_01_5972429_5973157	FCD
Ga0573226_01_5973740_5974294	Ribonuc_LPSP
Ga0573226_01_5974183_5974578	Ribonuc_LPSP
Ga0573226_01_5974575_5974982	4HBT
Ga0573226_01_5974987_5975676	ABC_tran
Ga0573226_01_5975673_5976437	ABC_tran
Ga0573226_01_5976430_5977413	BPD_transp_2
Ga0573226_01_5977410_5978330	BPD_transp_2
Ga0573226_01_5978391_5979527	Peripla_BP_6
Ga0573226_01_5979665_5981284	AMPbinding
Ga0573226_01_5981288_5982442	AcylCoA_dh_1
Ga0573226_01_5982442_5983242	ECH_1
Ga0573226_01_5983232_5983696	MarR
Ga0573226_01_5983696_5984439	adh_short
Ga0573226_01_5984436_5986730	FAD_binding_3
Ga0573226_01_5987144_5987515	
Ga0573226_01_5988570_5988956	GFA
Ga0573226_01_5988967_5989707	adh_short_C2
Ga0573226_01_5989996_5991450	Aldedh
Ga0573226_01_5991461_5993050	ABC_tran
Ga0573226_01_5993047_5993877	BPD_transp_1
Ga0573226_01_5993877_5994824	BPD_transp_1
Ga0573226_01_5994917_5996401	SBP_bac_5
Ga0573226_01_5996388_5997713	M20_dimer
Ga0573226_01_5997806_5998366	GerE
Ga0573226_01_5998585_5999439	FAA_hydrolase
Ga0573226_01_5999516_6000460	Peripla_BP_4
Ga0573226_01_6000541_6001545	BPD_transp_2
Ga0573226_01_6001542_6003068	ABC_tran
Ga0573226_01_6003104_6003853	adh_short_C2
Ga0573226_01_6003905_6005431	GO:0003824
Ga0573226_01_6005538_6006251	FCD
Ga0573226_01_6006322_6007374	Aldo_ket_red
Ga0573226_01_6007364_6007795	GO:0003824
Ga0573226_01_6007792_6008643	Amidohydro_2
Ga0573226_01_6008958_6011315	Transket_pyr
Ga0573226_01_6011442_6011912	AsnC_trans_reg
Ga0573226_01_6012093_6013295	Cys_Met_Meta_PP
Ga0573226_01_6013409_6013867	AsnC_trans_reg
Ga0573226_01_6013910_6015043	ALGX
Ga0573226_01_6015062_6016498	MBOAT
Ga0573226_01_6016623_6017837	GlcNAc_2epim
Ga0573226_01_6017865_6019262	Sel1
Ga0573226_01_6019340_6020770	PGM_PMM_I
Ga0573226_01_6020806_6021906	Alginate_lyase
Ga0573226_01_6021979_6024825	Sel1
Ga0573226_01_6024866_6025519	AlgF
Ga0573226_01_6025537_6026967	ALGX
Ga0573226_01_6026964_6029960	Sel1
Ga0573226_01_6029964_6033695	Beta_helix
Ga0573226_01_6033725_6034699	
Ga0573226_01_6034719_6036221	MannoseP_isomer
Ga0573226_01_6036273_6037322	HlyD_3
Ga0573226_01_6037319_6038851	Glyco_tranf_2_3
Ga0573226_01_6038858_6040174	UDPG_MGDP_dh
Ga0573226_01_6040975_6042195	Alginate_lyase
Ga0573226_01_6042531_6043685	FeADH
Ga0573226_01_6043888_6044910	Cons_hypoth698
Ga0573226_01_6044907_6045722	FAD_binding_6
Ga0573226_01_6045791_6046117	DUF3470
Ga0573226_01_6046247_6046651	DUF971
Ga0573226_01_6046718_6048454	FAD_binding_2
Ga0573226_01_6048476_6048709	Fer4_7
Ga0573226_01_6049716_6050519	GntR
Ga0573226_01_6050513_6051049	AhpCTSA
Ga0573226_01_6051454_6052830	NMT1
Ga0573226_01_6052934_6053881	BPD_transp_1
Ga0573226_01_6053878_6054594	
Ga0573226_01_6054591_6055442	ABC_tran
Ga0573226_01_6055447_6056055	SCO1SenC
